query_id,doc_id,source,in_lexical,in_dense,relevant,notes
12,0cdaaea7-8d96-4cd4-8369-017611f895f5,dense_only,0,1,,
12,arxiv_1906.01121v1,dense_only,0,1,,
12,arxiv_2601.11421v1,dense_only,0,1,,
12,arxiv_2605.13751v1,dense_only,0,1,,
12,arxiv_2605.13775v1,dense_only,0,1,,
12,arxiv_2605.15188v1,dense_only,0,1,,
12,arxiv_2605.20072v1,dense_only,0,1,,
12,arxiv_2605.22800v1,dense_only,0,1,,
12,arxiv_1905.03421v3,lexical,1,0,0.0,
12,arxiv_2601.10877v1,lexical,1,0,1.0,
12,arxiv_2604.28176v1,lexical,1,0,0.0,
12,arxiv_2605.04443v1,lexical,1,0,0.0,
12,crossref_10.1007_978-3-030-35249-3_9,lexical,1,0,0.0,
12,crossref_10.1007_978-3-642-11274-4_3126,lexical,1,0,0.0,
12,pubmed_33298517,lexical,1,0,1.0,
12,pubmed_37256966,lexical,1,0,1.0,"locomotion/robotics bridge, not sim-to-real survey"
13,arxiv_2605.03971v1,both,1,1,1.0,
13,arxiv_2605.18163v1,both,1,1,1.0,
13,arxiv_2601.11429v1,dense_only,0,1,,
13,arxiv_2605.05134v1,dense_only,0,1,,
13,arxiv_2605.05166v1,dense_only,0,1,,
13,arxiv_2605.07919v1,dense_only,0,1,,
13,arxiv_2605.13772v1,dense_only,0,1,,
13,biorxiv_10.64898_2025.12.18.695281,dense_only,0,1,,
13,medrxiv_10.1101_2025.08.22.25334259,dense_only,0,1,,
13,pubmed_38238226,dense_only,0,1,,
13,arxiv_2601.11020v1,lexical,1,0,0.0,
13,arxiv_2601.11024v1,lexical,1,0,1.0,
13,arxiv_2601.11199v1,lexical,1,0,0.0,
13,arxiv_2605.06647v1,lexical,1,0,1.0,
13,crossref_10.1016_s0140-6736(53)91025-3,lexical,1,0,0.0,
13,crossref_10.1016_s0140-6736(53)91065-4,lexical,1,0,0.0,
13,crossref_10.1016_s0140-6736(54)91522-6,lexical,1,0,0.0,
13,pubmed_31492406,lexical,1,0,1.0,
14,45a70518-17cd-4284-8e54-0840b7d6d836,both,1,1,1.0,
14,arxiv_1904.07934v2,dense_only,0,1,,
14,arxiv_2604.20061v1,dense_only,0,1,,
14,arxiv_2604.21909v1,dense_only,0,1,,
14,arxiv_2605.02853v1,dense_only,0,1,,
14,arxiv_2605.06420v1,dense_only,0,1,,
14,arxiv_2605.10937v1,dense_only,0,1,,
14,arxiv_2605.16165v1,dense_only,0,1,,
14,arxiv_2605.22800v1,dense_only,0,1,,
14,arxiv_2605.23868v1,dense_only,0,1,,
14,54961904-1994-451a-9bcb-4e4c3d2cd667,lexical,1,0,1.0,
14,5532e617-e737-414f-b8e9-bd47d9afe969,lexical,1,0,0.0,
14,arxiv_2006.04696v1,lexical,1,0,1.0,
14,arxiv_2604.21123v1,lexical,1,0,0.0,
14,arxiv_2605.15172v1,lexical,1,0,0.0,
14,crossref_10.1007_978-3-662-44185-5_101078,lexical,1,0,0.0,
14,crossref_10.1080_00927870903386460,lexical,1,0,0.0,
14,pubmed_14314577,lexical,1,0,0.0,
14,pubmed_32124513,lexical,1,0,0.0,
15,cde04f2c-eb1b-4436-aac0-f177aca9e036,both,1,1,1.0,
15,pubmed_30759195,both,1,1,1.0,
15,3ea3da63-9edb-4406-a7ec-0042bf7f7360,dense_only,0,1,,
15,arxiv_2605.22954v1,dense_only,0,1,,
15,arxiv_2605.23164v1,dense_only,0,1,,
15,biorxiv_10.64898_2026.01.20.700519,dense_only,0,1,,
15,d99a907f-98af-4afd-bf3a-55b027fd16e4,dense_only,0,1,,
15,pubmed_26671840,dense_only,0,1,,
15,pubmed_30398072,dense_only,0,1,,
15,pubmed_31492022,dense_only,0,1,,
15,70cf5b73-14e6-4959-85ab-51b450463fbf,lexical,1,0,1.0,
15,arxiv_2601.11134v1,lexical,1,0,0.0,
15,arxiv_2601.11219v1,lexical,1,0,1.0,
15,arxiv_2605.18656v1,lexical,1,0,1.0,
15,b60fccb8-462e-444b-9ccb-6061423f5a74,lexical,1,0,1.0,
15,crossref_10.1103_physrevlett.80.5695,lexical,1,0,1.0,
15,crossref_10.1109_icassp48485.2024.10447516,lexical,1,0,1.0,
15,pubmed_31593869,lexical,1,0,0.0,
16,2dfd824d-3f81-40e9-8869-b344e5261a89,dense_only,0,1,,
16,arxiv_1906.01562v2,dense_only,0,1,,
16,arxiv_2601.07619v1,dense_only,0,1,,
16,arxiv_2604.18755v1,dense_only,0,1,,
16,arxiv_2605.16245v1,dense_only,0,1,,
16,arxiv_2605.18738v1,dense_only,0,1,,
16,arxiv_2605.22771v1,dense_only,0,1,,
16,crossref_10.22369_issn.2153-4136_1_1_4,dense_only,0,1,,
16,pubmed_35650452,dense_only,0,1,,
16,pubmed_40202026,dense_only,0,1,,
16,5b12c712-48f0-495c-8e07-c94ddaa46dc0,lexical,1,0,0.0,
16,arxiv_2604.22617v1,lexical,1,0,0.0,
16,arxiv_2605.10275v1,lexical,1,0,0.0,
16,crossref_10.1007_3-540-29064-8_19,lexical,1,0,0.0,
16,pubmed_28829266,lexical,1,0,1.0,
16,pubmed_32782340,lexical,1,0,1.0,
16,pubmed_38750723,lexical,1,0,0.0,
16,pubmed_39903458,lexical,1,0,0.0,
16,pubmed_4099599,lexical,1,0,0.0,
16,pubmed_7889378,lexical,1,0,0.0,
17,ed3cfbbe-e22b-4b27-b05a-3cd8fa4254c3,both,1,1,0.0,
17,pubmed_40153958,both,1,1,0.0,"ML-transformer on carbon cycle, not LM carbon-accounting dispute"
17,0a9a7e69-749b-4676-b6d7-d04b8212de42,dense_only,0,1,,
17,arxiv_2601.11348v1,dense_only,0,1,,
17,arxiv_2604.19676v1,dense_only,0,1,,
17,arxiv_2604.25903v1,dense_only,0,1,,
17,arxiv_2605.13743v1,dense_only,0,1,,
17,arxiv_2605.16250v1,dense_only,0,1,,
17,arxiv_2605.25079v1,dense_only,0,1,,
17,pubmed_29248328,dense_only,0,1,,
17,crossref_10.1016_j.cag.2023.07.001,lexical,1,0,0.0,
17,crossref_10.1086_300205,lexical,1,0,0.0,
17,pubmed_1103069,lexical,1,0,0.0,
17,pubmed_17083923,lexical,1,0,0.0,
17,pubmed_33735617,lexical,1,0,0.0,
17,pubmed_38747952,lexical,1,0,0.0,"ML-transformer on carbon cycle, not LM carbon-accounting dispute"
17,pubmed_40582796,lexical,1,0,0.0,
17,pubmed_41252418,lexical,1,0,0.0,"ML-transformer on carbon cycle, not LM carbon-accounting dispute"
18,arxiv_2604.21780v1,both,1,1,0.0,
18,57f79510-0478-46c6-8371-2cf798fb14ad,dense_only,0,1,,
18,arxiv_2006.00533v1,dense_only,0,1,,
18,arxiv_2601.11047v1,dense_only,0,1,,
18,arxiv_2605.03690v1,dense_only,0,1,,
18,arxiv_2605.06420v1,dense_only,0,1,,
18,arxiv_2605.20170v1,dense_only,0,1,,
18,arxiv_2605.24706v1,dense_only,0,1,,
18,crossref_10.1007_978-94-017-0849-4_43,dense_only,0,1,,
18,e4b511f9-babb-401d-8c10-95f94763fa0c,dense_only,0,1,,
18,crossref_10.1007_978-3-662-44185-5_101078,lexical,1,0,0.0,
18,crossref_10.1007_bf00971052,lexical,1,0,0.0,
18,crossref_10.1103_physrevresearch.3.023038,lexical,1,0,0.0,
18,crossref_10.1109_cvpr.2004.1315106,lexical,1,0,0.0,
18,crossref_10.1109_qce60285.2024.00152,lexical,1,0,0.0,
18,crossref_10.1109_tpami.2008.301,lexical,1,0,0.0,
18,crossref_10.1215_ijm_1256050659,lexical,1,0,0.0,
18,crossref_10.26226_m.6275705f66d5dcf63a31175b,lexical,1,0,0.0,
18,pubmed_30918265,lexical,1,0,0.0,
19,arxiv_2604.21836v1,dense_only,0,1,,
19,arxiv_2604.25898v1,dense_only,0,1,,
19,arxiv_2605.08019v1,dense_only,0,1,,
19,arxiv_2605.11258v1,dense_only,0,1,,
19,arxiv_2605.12500v1,dense_only,0,1,,
19,arxiv_2605.13651v1,dense_only,0,1,,
19,arxiv_2605.14025v1,dense_only,0,1,,
19,arxiv_2605.20025v1,dense_only,0,1,,
19,pubmed_36002501,dense_only,0,1,,
19,pubmed_39419424,dense_only,0,1,,
19,crossref_10.1002_9780470715352.ch5,lexical,1,0,0.0,
19,crossref_10.1007_978-3-540-29678-2_5062,lexical,1,0,0.0,
19,crossref_10.1007_springerreference_118610,lexical,1,0,0.0,
19,crossref_10.1016_0002-9149(65)90715-0,lexical,1,0,0.0,
19,pubmed_37308530,lexical,1,0,0.0,
19,pubmed_38151331,lexical,1,0,0.0,
19,pubmed_4138790,lexical,1,0,0.0,
19,pubmed_4402122,lexical,1,0,0.0,
19,pubmed_4613212,lexical,1,0,0.0,
19,pubmed_6988085,lexical,1,0,0.0,
20,arxiv_2601.11429v1,both,1,1,1.0,
20,arxiv_2605.03971v1,both,1,1,1.0,
20,arxiv_2605.18163v1,both,1,1,1.0,
20,arxiv_1906.01040v3,dense_only,0,1,,
20,arxiv_2601.11000v1,dense_only,0,1,,
20,arxiv_2605.05134v1,dense_only,0,1,,
20,arxiv_2605.13772v1,dense_only,0,1,,
20,pubmed_32378427,dense_only,0,1,,
20,pubmed_35144999,dense_only,0,1,,
20,pubmed_38238226,dense_only,0,1,,
20,74c8ee55-4eb4-467e-8cb6-7dd94791c824,lexical,1,0,0.0,
20,arxiv_2005.11364v1,lexical,1,0,1.0,
20,arxiv_2601.11329v1,lexical,1,0,1.0,
20,arxiv_2605.08031v1,lexical,1,0,1.0,
20,pubmed_30609273,lexical,1,0,0.0,
20,pubmed_32070715,lexical,1,0,0.0,
20,pubmed_33540402,lexical,1,0,0.0,
21,biorxiv_10.1101_2025.07.03.661972,both,1,1,0.0,
21,arxiv_2012.13872v1,dense_only,0,1,,
21,arxiv_2601.11093v1,dense_only,0,1,,
21,arxiv_2605.06611v1,dense_only,0,1,,
21,arxiv_2605.10893v1,dense_only,0,1,,
21,arxiv_2605.15177v1,dense_only,0,1,,
21,arxiv_2605.19999v1,dense_only,0,1,,
21,arxiv_2605.22579v1,dense_only,0,1,,
21,arxiv_2605.26074v1,dense_only,0,1,,
21,b02def18-dbec-46b5-8e16-0ecd5ee33428,dense_only,0,1,,
21,arxiv_1102.2898v1,lexical,1,0,0.0,
21,arxiv_1905.03421v3,lexical,1,0,0.0,
21,arxiv_1906.01119v1,lexical,1,0,0.0,
21,arxiv_2008.04203v1,lexical,1,0,0.0,
21,arxiv_2604.28176v1,lexical,1,0,0.0,
21,crossref_10.1088_1475-7516_2016_11_028,lexical,1,0,0.0,
21,crossref_10.1088_1751-8121_ad075f_v1_review1,lexical,1,0,0.0,
21,crossref_10.1088_1751-8121_ad075f_v1_review2,lexical,1,0,0.0,
21,crossref_10.1088_1751-8121_ad075f_v2_review1,lexical,1,0,0.0,
22,5ee79734-c7ab-4e54-bcab-2573af8ba142,both,1,1,0.0,
22,arxiv_2601.10797v1,dense_only,0,1,,
22,arxiv_2601.10878v1,dense_only,0,1,,
22,arxiv_2601.11139v1,dense_only,0,1,,
22,arxiv_2604.20699v1,dense_only,0,1,,
22,arxiv_2604.20965v1,dense_only,0,1,,
22,arxiv_2604.24589v1,dense_only,0,1,,
22,arxiv_2604.26868v1,dense_only,0,1,,
22,arxiv_2605.18188v1,dense_only,0,1,,
22,arxiv_2605.26068v1,dense_only,0,1,,
22,arxiv_2604.21959v1,lexical,1,0,0.0,
22,arxiv_2604.23849v1,lexical,1,0,0.0,
22,arxiv_2605.13642v1,lexical,1,0,0.0,
22,arxiv_2605.13746v1,lexical,1,0,0.0,
22,crossref_10.1103_physreva.9.355,lexical,1,0,0.0,
22,crossref_10.1103_physrevresearch.3.023038,lexical,1,0,0.0,
22,crossref_10.1109_qce60285.2024.00152,lexical,1,0,0.0,
22,crossref_10.26226_m.6275705f66d5dcf63a31175b,lexical,1,0,0.0,
22,pubmed_30918265,lexical,1,0,0.0,
23,arxiv_2601.11220v1,both,1,1,1.0,
23,arxiv_2601.11227v1,dense_only,0,1,,
23,arxiv_2605.03998v1,dense_only,0,1,,
23,arxiv_2605.05159v1,dense_only,0,1,,
23,arxiv_2605.06656v1,dense_only,0,1,,
23,arxiv_2605.10901v1,dense_only,0,1,,
23,arxiv_2605.18738v1,dense_only,0,1,,
23,arxiv_2605.23825v1,dense_only,0,1,,
23,arxiv_2605.26070v1,dense_only,0,1,,
23,medrxiv_10.64898_2026.01.04.26343415,dense_only,0,1,,
23,arxiv_2005.12974v1,lexical,1,0,1.0,
23,arxiv_2012.14285v1,lexical,1,0,1.0,
23,arxiv_2601.07144v1,lexical,1,0,1.0,
23,arxiv_2601.11065v1,lexical,1,0,0.0,
23,arxiv_2605.20070v1,lexical,1,0,0.0,
23,crossref_10.1007_s11042-021-11345-6,lexical,1,0,0.0,
23,pubmed_14314577,lexical,1,0,0.0,
23,pubmed_29421223,lexical,1,0,0.0,
23,pubmed_36448292,lexical,1,0,0.0,
24,arxiv_2605.22759v1,both,1,1,1.0,
24,arxiv_2604.22137v1,dense_only,0,1,,
24,arxiv_2605.13816v1,dense_only,0,1,,
24,arxiv_2605.18588v1,dense_only,0,1,,
24,arxiv_2605.22774v1,dense_only,0,1,,
24,pubmed_32356091,dense_only,0,1,,
24,pubmed_34931949,dense_only,0,1,,
24,pubmed_35841260,dense_only,0,1,,
24,pubmed_38007168,dense_only,0,1,,
24,pubmed_40427924,dense_only,0,1,,
24,medrxiv_10.64898_2026.01.02.25343276,lexical,1,0,0.0,
24,medrxiv_10.64898_2026.01.23.26344682,lexical,1,0,1.0,
24,pubmed_31570382,lexical,1,0,1.0,
24,pubmed_32577006,lexical,1,0,0.0,
24,pubmed_36244198,lexical,1,0,1.0,
24,pubmed_36336922,lexical,1,0,0.0,
24,pubmed_36546280,lexical,1,0,1.0,
24,pubmed_40345710,lexical,1,0,1.0,
24,pubmed_41052063,lexical,1,0,1.0,
25,crossref_10.26226_m.6275705f66d5dcf63a31175b,both,1,1,1.0,
25,035da962-029a-4ce7-9596-0b068fb9ed4b,dense_only,0,1,,
25,arxiv_1808.05530v4,dense_only,0,1,,
25,arxiv_2601.10442v1,dense_only,0,1,,
25,arxiv_2601.11087v1,dense_only,0,1,,
25,arxiv_2604.22993v1,dense_only,0,1,,
25,arxiv_2605.26087v1,dense_only,0,1,,
25,b735b397-a81d-4bb2-87f5-789fe90ce5b6,dense_only,0,1,,
25,d3ce5e44-78d6-4646-8acb-ddef5fed752d,dense_only,0,1,,
25,e1d69d1a-5d82-4f9b-83fc-3fc9349eb2fb,dense_only,0,1,,
25,arxiv_2601.10885v1,lexical,1,0,1.0,
25,arxiv_2604.25840v1,lexical,1,0,0.0,
25,crossref_10.1002_(sici)1521-3978(200005)48:5_7<497::aid-prop497>3.0.co;2-t,lexical,1,0,1.0,
25,crossref_10.1002_(sici)1521-3978(200005)48:5_7<497::aid-prop497>3.3.co;2-k,lexical,1,0,1.0,
25,crossref_10.1017_cbo9780511863011.012,lexical,1,0,1.0,
25,crossref_10.1103_physrevlett.131.110601,lexical,1,0,1.0,
25,crossref_10.3934_dcds.2021053,lexical,1,0,0.0,
